Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
AO090003000935-T,Cytoplasm,,0.5943999886512756,0.1230000033974647,0.0335999988019466,0.510699987411499,0.1039000004529953,0.0051000001840293,0.1307000070810318,0.2134000062942505,0.0956000015139579,9.999999747378752e-05
AO090023000944-T,Cytoplasm,,0.6220999956130981,0.1618999987840652,0.0146000003442168,0.4717999994754791,0.150299996137619,0.0015999999595806,0.2019000053405761,0.2743000090122223,0.1530999988317489,9.999999747378752e-05
AO090003001591-T,Cytoplasm,,0.6225000023841858,0.1616999953985214,0.0147000001743435,0.4711000025272369,0.1494999974966049,0.0015999999595806,0.2013999968767166,0.2745999991893768,0.1528999954462051,9.999999747378752e-05
AO090005001300-T,Cytoplasm,,0.6599000096321106,0.1415999978780746,0.0303000006824731,0.4242999851703644,0.1530999988317489,0.0027999999001622,0.1435000002384185,0.2495000064373016,0.1229000017046928,9.999999747378752e-05
AO090010000746-T,Cytoplasm,,0.6013000011444092,0.1875,0.0167999994009733,0.5112000107765198,0.1431999951601028,0.00179999996908,0.1921000033617019,0.2585000097751617,0.1396999955177307,9.999999747378752e-05
AO090026000003-T,Cytoplasm,,0.6407999992370605,0.1541000008583068,0.0152000002562999,0.4343999922275543,0.1282999962568283,0.0015999999595806,0.155699998140335,0.259799987077713,0.134100005030632,9.999999747378752e-05
AO090023000837-T,Cytoplasm,,0.6305000185966492,0.1023000031709671,0.0410000011324882,0.48539999127388,0.1700000017881393,0.0028999999631196,0.1794999986886978,0.3438000082969665,0.149399995803833,0.0001999999949475
AO090005001090-T,Cytoplasm,,0.5482000112533569,0.1737000048160553,0.0175000000745058,0.4844000041484833,0.1509999930858612,0.0012000000569969,0.1397999972105026,0.2488999962806701,0.1076000034809112,9.999999747378752e-05
AO090003001036-T,Cytoplasm,,0.6098999977111816,0.152099996805191,0.0200999993830919,0.4368999898433685,0.1163000017404556,0.002199999988079,0.1494999974966049,0.2470999956130981,0.1178999990224838,9.999999747378752e-05
AO090003000346-T,Cytoplasm,,0.630299985408783,0.1492000073194503,0.0198999997228384,0.4860000014305115,0.1393000036478042,0.00179999996908,0.1687999963760376,0.2164999991655349,0.1526000052690506,9.999999747378752e-05
AO090012000995-T,Cytoplasm,,0.6622999906539917,0.1365000009536743,0.0370000004768371,0.4905999898910522,0.154799997806549,0.0027999999001622,0.1333999931812286,0.2254000008106231,0.0940999984741211,9.999999747378752e-05
AO090023000645-T,Cytoplasm,,0.6258000135421753,0.158500000834465,0.0190999992191791,0.4596999883651733,0.1559000015258789,0.0015000000130385,0.1643999963998794,0.2617000043392181,0.1479000002145767,9.999999747378752e-05
AO090003000055-T,Cytoplasm,,0.6352999806404114,0.1404999941587448,0.0320000015199184,0.4099000096321106,0.1340000033378601,0.001700000022538,0.1491000056266784,0.2605000138282776,0.1162000000476837,9.999999747378752e-05
AO090001000635-T,Cytoplasm,,0.623199999332428,0.1498000025749206,0.025900000706315,0.4555000066757202,0.161200001835823,0.0015000000130385,0.1799000054597854,0.2603000104427337,0.1172999963164329,9.999999747378752e-05
AO090001000406-T,Cytoplasm,,0.6151999831199646,0.1645999997854232,0.0129000004380941,0.4494000077247619,0.1273999959230423,0.0020999999251216,0.1336999982595443,0.2671000063419342,0.12950000166893,9.999999747378752e-05
AO090102000092-T,Cytoplasm,,0.6029000282287598,0.1394000053405761,0.0287999995052814,0.4684999883174896,0.1252000033855438,0.001700000022538,0.1805000007152557,0.2388000041246414,0.1317999958992004,9.999999747378752e-05
AO090038000279-T,Cytoplasm,,0.6122000217437744,0.1412999927997589,0.0218000002205371,0.4095000028610229,0.1410000026226043,0.0027999999001622,0.1763000041246414,0.2770000100135803,0.1238000020384788,0.0001999999949475
AO090011000659-T,Cytoplasm,,0.6065999865531921,0.1657000035047531,0.017799999564886,0.4307000041007995,0.1189000010490417,0.001700000022538,0.164000004529953,0.2477000057697296,0.123599998652935,0.0
AO090166000084-T,Cytoplasm,,0.6360999941825867,0.1342000067234039,0.0377000011503696,0.4544999897480011,0.165800005197525,0.0024000001139938,0.162100002169609,0.2608999907970428,0.1163000017404556,0.0001999999949475
AO090005000189-T,Cytoplasm,,0.6169999837875366,0.156700000166893,0.0307999998331069,0.4158999919891357,0.1460999995470047,0.0020999999251216,0.1588999927043914,0.253600001335144,0.124899998307228,9.999999747378752e-05
AO090009000219-T,Cytoplasm,,0.6202999949455261,0.1614000052213668,0.019200000911951,0.498199999332428,0.151199996471405,0.001700000022538,0.1544999927282333,0.2458000034093856,0.134100005030632,9.999999747378752e-05
AO090023000804-T,Cytoplasm,,0.6639999747276306,0.13680000603199,0.0318000018596649,0.4014999866485595,0.1233000010251998,0.0031000000890344,0.1488000005483627,0.2272000014781952,0.1290999948978424,9.999999747378752e-05
AO090011000046-T,Cytoplasm,,0.626800000667572,0.1460999995470047,0.0293000005185604,0.4828000068664551,0.1743000000715255,0.0024999999441206,0.1446000039577484,0.2425999939441681,0.1202000007033348,0.0001999999949475
AO090020000521-T,Cytoplasm,,0.5849999785423279,0.1266999989748001,0.0571999996900558,0.3916000127792358,0.1220000013709068,0.0024000001139938,0.1255999952554702,0.152099996805191,0.1180000007152557,0.0003000000142492
AO090011000119-T,Cytoplasm,,0.6011000275611877,0.1506000012159347,0.0159000009298324,0.4070000052452087,0.1042999997735023,0.0013999999500811,0.1105000004172325,0.2518999874591827,0.0852999985218048,9.999999747378752e-05
AO090038000287-T,Cytoplasm,,0.6259999871253967,0.1133000031113624,0.0361000001430511,0.4156999886035919,0.1774999946355819,0.0019000000320374,0.1138999983668327,0.2280000001192093,0.1045999974012374,9.999999747378752e-05
AO090009000144-T,Cytoplasm,,0.5658000111579895,0.1278000026941299,0.0456999987363815,0.5422999858856201,0.1111000031232833,0.003000000026077,0.125900000333786,0.2432000041007995,0.1834000051021576,0.0001999999949475
AO090011000235-T,Cytoplasm,,0.5971999764442444,0.1528999954462051,0.0131999999284744,0.4643000066280365,0.1386999934911728,0.0020000000949949,0.1169999986886978,0.3075999915599823,0.1194000020623207,9.999999747378752e-05
AO090103000076-T,Cytoplasm,,0.5343999862670898,0.1333999931812286,0.0410999990999698,0.4778999984264374,0.0784000009298324,0.0054999999701976,0.0584000013768672,0.12950000166893,0.0804999992251396,0.0
AO090020000207-T,Cytoplasm,,0.6309999823570251,0.1479000002145767,0.0274999998509883,0.4368000030517578,0.1481000036001205,0.0013999999500811,0.1849000006914138,0.2365999966859817,0.1326999962329864,9.999999747378752e-05
AO090003000354-T,Cytoplasm,,0.6110000014305115,0.1482000052928924,0.0111999996006488,0.5110999941825867,0.1363999992609024,0.0013999999500811,0.1439999938011169,0.2809999883174896,0.1151999980211258,9.999999747378752e-05
AO090701001051-T,Cytoplasm,,0.6252999901771545,0.1439999938011169,0.0887999981641769,0.4063999950885772,0.253600001335144,0.0043000001460313,0.1661999970674514,0.1254000067710876,0.1424999982118606,0.0007999999797903
AO090023000428-T,Cytoplasm,,0.6133000254631042,0.1598999947309494,0.0237000007182359,0.4181999862194061,0.1521999984979629,0.002199999988079,0.1453000009059906,0.2574000060558319,0.1407999992370605,9.999999747378752e-05
AO090005001044-T,Cytoplasm,,0.574999988079071,0.1606999933719635,0.0189999993890523,0.4514000117778778,0.1252000033855438,0.0019000000320374,0.1741999983787536,0.2268999963998794,0.1168000027537345,9.999999747378752e-05
