Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
AO090005000016-T-p1,Extracellular,,0.2978000044822693,0.19769999384880066,0.5764999985694885,0.0714000016450882,0.5521000027656555,0.0031999999191612005,0.12290000170469284,0.06750000268220901,0.09939999878406525,0.04780000075697899
AO090005000029-T-p1,Extracellular,Signal peptide,0.07180000096559525,0.03020000085234642,0.9718000292778015,0.06379999965429306,0.17180000245571136,0.026200000196695328,0.017999999225139618,0.06849999725818634,0.07129999995231628,0.029600000008940697
AO090005000042-T-p1,Extracellular,,0.3249000012874603,0.17020000517368317,0.7498000264167786,0.0754999965429306,0.5361999869346619,0.010099999606609344,0.08380000293254852,0.04830000177025795,0.03709999844431877,0.06840000301599503
AO090005000053-T-p1,Mitochondrion,Peroxisomal targeting signal,0.2175000011920929,0.11590000241994858,0.10570000112056732,0.14640000462532043,0.3774000108242035,0.17800000309944153,0.23409999907016754,0.08910000324249268,0.1120000034570694,0.23510000109672546
AO090005000059-T-p1,Extracellular,Signal peptide,0.14480000734329224,0.0925000011920929,0.6970999836921692,0.0714000016450882,0.3208000063896179,0.012900000438094139,0.18459999561309814,0.1501999944448471,0.25279998779296875,0.08500000089406967
AO090005000064-T-p1,Extracellular,Signal peptide,0.19599999487400055,0.0966000035405159,0.7494000196456909,0.05779999867081642,0.40720000863075256,0.005799999926239252,0.22840000689029694,0.1348000019788742,0.24500000476837158,0.011500000022351742
AO090005000065-T-p1,Extracellular,,0.24420000612735748,0.0949999988079071,0.8163999915122986,0.10589999705553055,0.5376999974250793,0.01899999938905239,0.029500000178813934,0.055399999022483826,0.08380000293254852,0.04910000041127205
AO090005000067-T-p1,Extracellular,Signal peptide,0.23690000176429749,0.1128000020980835,0.6173999905586243,0.09309999644756317,0.38830000162124634,0.020500000566244125,0.22540000081062317,0.1467999964952469,0.1315000057220459,0.026000000536441803
AO090005000078-T-p1,Extracellular,Signal peptide,0.13019999861717224,0.0640999972820282,0.7702000141143799,0.05009999871253967,0.49970000982284546,0.023600000888109207,0.17669999599456787,0.1535000056028366,0.17970000207424164,0.0272000003606081
AO090005000081-T-p1,Extracellular,,0.2215999960899353,0.12359999865293503,0.4172999858856201,0.09350000321865082,0.3978999853134155,0.03539999946951866,0.23569999635219574,0.10000000149011612,0.1565999984741211,0.08590000122785568
AO090005000093-T-p1,Extracellular,,0.23510000109672546,0.07460000365972519,0.640999972820282,0.07930000126361847,0.489300012588501,0.04529999941587448,0.08799999952316284,0.11509999632835388,0.07739999890327454,0.02070000022649765
AO090005000094-T-p1,Extracellular,Signal peptide,0.10130000114440918,0.07339999824762344,0.9366999864578247,0.04839999973773956,0.19859999418258667,0.002099999925121665,0.03889999911189079,0.05530000105500221,0.10580000281333923,0.004100000020116568
AO090005000108-T-p1,Extracellular,Signal peptide,0.10520000010728836,0.016100000590085983,0.944599986076355,0.13459999859333038,0.1589999943971634,0.01679999940097332,0.03739999979734421,0.09030000120401382,0.11559999734163284,0.0031999999191612005
AO090005000109-T-p1,Extracellular,Signal peptide,0.2567000091075897,0.17409999668598175,0.48559999465942383,0.09610000252723694,0.1988999992609024,0.094200000166893,0.22709999978542328,0.22709999978542328,0.23229999840259552,0.09780000150203705
AO090005000167-T-p1,Mitochondrion,,0.3946000039577484,0.3073999881744385,0.3582000136375427,0.3174999952316284,0.6877999901771545,0.008700000122189522,0.014000000432133675,0.016899999231100082,0.03579999879002571,0.039000000804662704
AO090005000188-T-p1,Mitochondrion,,0.37380000948905945,0.2581999897956848,0.5256999731063843,0.15940000116825104,0.7799000144004822,0.006000000052154064,0.09300000220537186,0.033900000154972076,0.09480000287294388,0.0835999995470047
AO090005000189-T-p1,Extracellular,,0.4056999981403351,0.10209999978542328,0.6604999899864197,0.120899997651577,0.585099995136261,0.01209999993443489,0.08309999853372574,0.01810000091791153,0.05249999836087227,0.016499999910593033
AO090005000217-T-p1,Cytoplasm|Extracellular|Mitochondrion,,0.4846000075340271,0.20059999823570251,0.7124000191688538,0.23720000684261322,0.625,0.04309999942779541,0.013899999670684338,0.07940000295639038,0.1088000014424324,0.09200000017881393
