Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
AO090023000968-T-p1,Cytoplasm|Extracellular,,0.620199978351593,0.17419999837875366,0.9039000272750854,0.20270000398159027,0.5458999872207642,0.07649999856948853,0.10639999806880951,0.07649999856948853,0.10750000178813934,0.2076999992132187
AO090026000003-T-p1,Cytoplasm,Peroxisomal targeting signal,0.6236000061035156,0.3018999993801117,0.438400000333786,0.09480000287294388,0.2176000028848648,0.11620000004768372,0.226500004529953,0.19689999520778656,0.17739999294281006,0.35120001435279846
AO090026000043-T-p1,Extracellular,Signal peptide,0.11949999630451202,0.07370000332593918,0.8371000289916992,0.07819999754428864,0.25839999318122864,0.01080000028014183,0.07509999722242355,0.06809999793767929,0.12290000170469284,0.023499999195337296
AO090026000063-T-p1,Extracellular,Signal peptide,0.08839999884366989,0.06530000269412994,0.8899000287055969,0.051500000059604645,0.24879999458789825,0.008799999952316284,0.0502999983727932,0.08560000360012054,0.09059999883174896,0.013399999588727951
AO090026000072-T-p1,Extracellular,Signal peptide,0.14640000462532043,0.0340999998152256,0.8813999891281128,0.11180000007152557,0.22789999842643738,0.01269999984651804,0.03920000046491623,0.06870000064373016,0.07530000060796738,0.012799999676644802
AO090026000083-T-p1,Mitochondrion,,0.21799999475479126,0.24660000205039978,0.576200008392334,0.10019999742507935,0.6021000146865845,0.07090000063180923,0.032999999821186066,0.06830000132322311,0.07599999755620956,0.2045000046491623
AO090026000102-T-p1,Extracellular,Signal peptide,0.09210000187158585,0.05400000140070915,0.8173999786376953,0.07890000194311142,0.1842000037431717,0.02889999933540821,0.07039999961853027,0.1071000024676323,0.16949999332427979,0.009800000116229057
AO090026000103-T-p1,Extracellular,Signal peptide,0.12620000541210175,0.0997999981045723,0.7914999723434448,0.13760000467300415,0.10620000213384628,0.002099999925121665,0.22619999945163727,0.15289999544620514,0.22040000557899475,0.017400000244379044
AO090026000108-T-p1,Extracellular,Signal peptide,0.09969999641180038,0.06859999895095825,0.8823000192642212,0.0869000032544136,0.3424000144004822,0.005900000222027302,0.05429999902844429,0.05620000138878822,0.08590000122785568,0.02669999934732914
AO090026000115-T-p1,Extracellular,Signal peptide,0.19050000607967377,0.1160999983549118,0.611299991607666,0.07930000126361847,0.3808000087738037,0.09780000150203705,0.10779999941587448,0.043299999088048935,0.07000000029802322,0.012000000104308128
AO090026000119-T-p1,Extracellular,Signal peptide,0.20970000326633453,0.11180000007152557,0.5916000008583069,0.07850000262260437,0.35569998621940613,0.05609999969601631,0.20880000293254852,0.2775999903678894,0.18629999458789825,0.010900000110268593
AO090026000122-T-p1,Extracellular,Signal peptide,0.15459999442100525,0.09520000219345093,0.902999997138977,0.0934000015258789,0.34450000524520874,0.04809999838471413,0.027899999171495438,0.07090000063180923,0.09369999915361404,0.030899999663233757
AO090026000125-T-p1,Mitochondrion,,0.2718999981880188,0.13510000705718994,0.5741999745368958,0.26260000467300415,0.631600022315979,0.06239999830722809,0.10090000182390213,0.10610000044107437,0.05220000073313713,0.04010000079870224
AO090026000127-T-p1,Extracellular,Signal peptide,0.21070000529289246,0.15469999611377716,0.6269000172615051,0.07959999889135361,0.3650999963283539,0.00570000009611249,0.37400001287460327,0.2037999927997589,0.19370000064373016,0.01850000023841858
AO090026000145-T-p1,Extracellular,Signal peptide,0.09380000084638596,0.057100001722574234,0.8436999917030334,0.06700000166893005,0.2433999925851822,0.015699999406933784,0.09459999948740005,0.1307000070810318,0.12290000170469284,0.00989999994635582
AO090026000148-T-p1,Mitochondrion,,0.46889999508857727,0.34279999136924744,0.4124999940395355,0.06379999965429306,0.7631999850273132,0.0026000000070780516,0.10289999842643738,0.06669999659061432,0.10480000078678131,0.06729999929666519
AO090026000156-T-p1,Extracellular,Signal peptide,0.3174000084400177,0.10300000011920929,0.9229000210762024,0.16429999470710754,0.5074999928474426,0.057100001722574234,0.28870001435279846,0.04820000007748604,0.13410000503063202,0.025100000202655792
AO090026000195-T-p1,Extracellular,Signal peptide,0.12800000607967377,0.13740000128746033,0.8264999985694885,0.04230000078678131,0.3147999942302704,0.0017999999690800905,0.15870000422000885,0.20569999516010284,0.26170000433921814,0.007799999788403511
AO090026000198-T-p1,Extracellular,Signal peptide,0.164000004529953,0.05000000074505806,0.8342000246047974,0.1436000019311905,0.349700003862381,0.026599999517202377,0.0868000015616417,0.07519999891519547,0.07209999859333038,0.005100000184029341
AO090026000214-T-p1,Extracellular,Signal peptide,0.08290000259876251,0.04670000076293945,0.6674000024795532,0.12380000203847885,0.27900001406669617,0.008799999952316284,0.1517000049352646,0.09210000187158585,0.07919999957084656,0.021199999377131462
AO090026000220-T-p1,Extracellular,Signal peptide,0.20260000228881836,0.09510000050067902,0.45410001277923584,0.05810000002384186,0.3653999865055084,0.025200000032782555,0.3605000078678131,0.13920000195503235,0.2003999948501587,0.019999999552965164
AO090026000221-T-p1,Extracellular,,0.2996000051498413,0.2184000015258789,0.7465999722480774,0.0649000033736229,0.5781999826431274,0.013799999840557575,0.05260000005364418,0.06449999660253525,0.07900000363588333,0.04390000179409981
AO090026000252-T-p1,Extracellular,Signal peptide,0.17319999635219574,0.0706000030040741,0.7440999746322632,0.10050000250339508,0.42879998683929443,0.006399999838322401,0.1282999962568283,0.12330000102519989,0.14190000295639038,0.021800000220537186
AO090026000257-T-p1,Extracellular,Signal peptide,0.29490000009536743,0.11410000175237656,0.5795999765396118,0.12219999730587006,0.4242999851703644,0.023800000548362732,0.2409999966621399,0.17839999496936798,0.1446000039577484,0.016499999910593033
AO090026000298-T-p1,Extracellular,,0.20720000565052032,0.11840000003576279,0.5665000081062317,0.11129999905824661,0.5026999711990356,0.08079999685287476,0.26159998774528503,0.17260000109672546,0.17159999907016754,0.05339999869465828
AO090026000367-T-p1,Extracellular,Signal peptide,0.3244999945163727,0.1387999951839447,0.5885000228881836,0.0625,0.3977999985218048,0.003700000001117587,0.14890000224113464,0.14409999549388885,0.12559999525547028,0.020800000056624413
AO090026000408-T-p1,Extracellular,Signal peptide,0.2087000012397766,0.06499999761581421,0.8705999851226807,0.0794999971985817,0.46320000290870667,0.006200000178068876,0.1436000019311905,0.10589999705553055,0.11800000071525574,0.026000000536441803
AO090026000428-T-p1,Extracellular,,0.20340000092983246,0.09910000115633011,0.7943000197410583,0.11299999803304672,0.4745999872684479,0.03779999911785126,0.057999998331069946,0.09109999984502792,0.09179999679327011,0.029200000688433647
AO090026000447-T-p1,Extracellular,,0.04879999905824661,0.048700001090765,0.9154000282287598,0.12049999833106995,0.33390000462532043,0.022199999541044235,0.023000000044703484,0.03909999877214432,0.08569999784231186,0.022600000724196434
AO090026000516-T-p1,Extracellular,Signal peptide,0.11789999902248383,0.06120000034570694,0.7578999996185303,0.06589999794960022,0.31189998984336853,0.03539999946951866,0.06859999895095825,0.05350000038743019,0.08789999783039093,0.005200000014156103
AO090026000523-T-p1,Extracellular,Signal peptide,0.17739999294281006,0.07280000299215317,0.7585999965667725,0.13740000128746033,0.34769999980926514,0.05090000107884407,0.11469999700784683,0.14259999990463257,0.08749999850988388,0.007300000172108412
AO090026000557-T-p1,Extracellular,Signal peptide,0.1177000030875206,0.0649000033736229,0.8737999796867371,0.08089999854564667,0.24629999697208405,0.06340000033378601,0.044199999421834946,0.07559999823570251,0.12860000133514404,0.023600000888109207
AO090026000588-T-p1,Extracellular|Mitochondrion,,0.3488999903202057,0.16580000519752502,0.6496999859809875,0.14020000398159027,0.6567999720573425,0.07609999924898148,0.15790000557899475,0.06589999794960022,0.09790000319480896,0.012299999594688416
AO090026000662-T-p1,Extracellular,Signal peptide,0.22990000247955322,0.09309999644756317,0.7853000164031982,0.08510000258684158,0.4546000063419342,0.019099999219179153,0.09279999881982803,0.0494999997317791,0.0731000006198883,0.012000000104308128
AO090026000671-T-p1,Extracellular|Mitochondrion,,0.4478999972343445,0.32010000944137573,0.659500002861023,0.06539999693632126,0.7799999713897705,0.005100000184029341,0.03460000082850456,0.030700000002980232,0.059700001031160355,0.033399999141693115
AO090026000680-T-p1,Cytoplasm|Extracellular|Mitochondrion,,0.4812000095844269,0.20270000398159027,0.7466999888420105,0.049800001084804535,0.6808000206947327,0.005200000014156103,0.03359999880194664,0.04190000146627426,0.04490000009536743,0.0017000000225380063
AO090026000686-T-p1,Extracellular|Mitochondrion,,0.46709999442100525,0.09719999879598618,0.7458000183105469,0.08139999955892563,0.7168999910354614,0.006599999964237213,0.045499999076128006,0.027400000020861626,0.06629999727010727,0.04230000078678131
AO090026000748-T-p1,Mitochondrion,,0.42170000076293945,0.2502000033855438,0.39309999346733093,0.07609999924898148,0.7490000128746033,0.01759999990463257,0.0689999982714653,0.04340000078082085,0.08640000224113464,0.03180000185966492
AO090026000757-T-p1,Extracellular,Signal peptide,0.25220000743865967,0.12620000541210175,0.6940000057220459,0.12020000070333481,0.4853000044822693,0.006599999964237213,0.2662000060081482,0.1428000032901764,0.24609999358654022,0.003100000089034438
AO090026000766-T-p1,Extracellular,Signal peptide,0.07079999893903732,0.0820000022649765,0.8835999965667725,0.11760000139474869,0.17000000178813934,0.02239999920129776,0.1518000066280365,0.16850000619888306,0.19359999895095825,0.010499999858438969
AO090026000776-T-p1,Extracellular,,0.25049999356269836,0.15459999442100525,0.42719998955726624,0.14790000021457672,0.3928999900817871,0.1979999989271164,0.08810000121593475,0.10719999670982361,0.08340000361204147,0.13950000703334808
AO090026000801-T-p1,Extracellular,,0.4002000093460083,0.10260000079870224,0.5569000244140625,0.11720000207424164,0.37610000371932983,0.11029999703168869,0.06270000338554382,0.04089999943971634,0.06679999828338623,0.012900000438094139
AO090026000804-T-p1,Extracellular,Signal peptide,0.2572000026702881,0.13369999825954437,0.5809999704360962,0.12720000743865967,0.508899986743927,0.012600000016391277,0.18320000171661377,0.19910000264644623,0.1858000010251999,0.15299999713897705
AO090026000812-T-p1,Extracellular,Signal peptide,0.10949999839067459,0.04349999874830246,0.958899974822998,0.0803999975323677,0.18240000307559967,0.003800000064074993,0.06960000097751617,0.028599999845027924,0.09459999948740005,0.0035000001080334187
AO090012000006-T-p1,Mitochondrion,,0.27219998836517334,0.2937000095844269,0.5040000081062317,0.16060000658035278,0.5343999862670898,0.14350000023841858,0.0851999968290329,0.06880000233650208,0.052299998700618744,0.03220000118017197
AO090012000013-T-p1,Extracellular,Signal peptide,0.06289999932050705,0.03680000081658363,0.9376999735832214,0.0957999974489212,0.2822999954223633,0.003700000001117587,0.057100001722574234,0.12409999966621399,0.2020999938249588,0.019099999219179153
AO090012000032-T-p1,Extracellular,,0.4212999939918518,0.18610000610351562,0.5881999731063843,0.15440000593662262,0.5336999893188477,0.17059999704360962,0.04919999837875366,0.04399999976158142,0.10109999775886536,0.013899999670684338
AO090012000041-T-p1,Extracellular,Signal peptide,0.08240000158548355,0.07670000195503235,0.8076000213623047,0.06419999897480011,0.16060000658035278,0.0015999999595806003,0.15760000050067902,0.18039999902248383,0.19140000641345978,0.002099999925121665
AO090012000042-T-p1,Extracellular,Signal peptide,0.13439999520778656,0.10989999771118164,0.8119000196456909,0.10660000145435333,0.25519999861717224,0.011900000274181366,0.2224999964237213,0.12240000069141388,0.16660000383853912,0.008999999612569809
AO090012000045-T-p1,Extracellular,,0.3686000108718872,0.11100000143051147,0.6510999798774719,0.07609999924898148,0.5260000228881836,0.01769999973475933,0.08829999715089798,0.13210000097751617,0.11050000041723251,0.027300000190734863
AO090012000046-T-p1,Extracellular,Signal peptide,0.24449999630451202,0.08780000358819962,0.8482999801635742,0.0617000013589859,0.49889999628067017,0.025800000876188278,0.04639999940991402,0.07900000363588333,0.08619999885559082,0.054499998688697815
AO090012000069-T-p1,Extracellular,,0.3553999960422516,0.20640000700950623,0.6173999905586243,0.21940000355243683,0.5993000268936157,0.0215000007301569,0.12929999828338623,0.125900000333786,0.17880000174045563,0.08730000257492065
AO090012000083-T-p1,Extracellular,Signal peptide,0.06480000168085098,0.062300000339746475,0.8823000192642212,0.08229999989271164,0.39239999651908875,0.01720000058412552,0.06369999796152115,0.05000000074505806,0.07509999722242355,0.02019999921321869
AO090012000090-T-p1,Extracellular|Mitochondrion,,0.42480000853538513,0.07769999653100967,0.7455999851226807,0.09749999642372131,0.703000009059906,0.03590000048279762,0.04780000075697899,0.06700000166893005,0.1712000072002411,0.023499999195337296
